StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
2	Rating 5/5	Keep $8, Give $2	Reject	482.9247
2	 	Keep $7, Give $3	Accept	282.9798
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	Rating: 3/5	Keep $8, Give $2	Accept	668.7822
1	Rating: 3/5	Keep $8, Give $2	Reject	284.9623
1	Rating 5/5	Keep $5, Give $5	Reject	418.4648
1	Rating: 3/5	Keep $9, Give $1	Accept	602.0309
1	Rating: 3/5	Keep $9, Give $1	Reject	284.9623
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	Rating: 3/5	Keep $9, Give $1	Accept	301.4951
1	Rating: 3/5	Keep $9, Give $1	Reject	284.8093
1	 	Keep $7, Give $3	Accept	251.4376
1	 	Keep $7, Give $3	Reject	334.8668
1	 	Keep $8, Give $2	Accept	184.6943
1	 	Keep $8, Give $2	Reject	201.3801
1	 	Keep $9, Give $1	Accept	218.0659
1	 	Keep $9, Give $1	Accept	218.0659
1	 	Keep $9, Give $1	Reject	334.8668
1	Rating: 3/5	Keep $8, Give $2	Accept	368.2385
1	Rating: 3/5	Keep $8, Give $2	Reject	1.1501
1	Rating 5/5	Keep $8, Give $2	Accept	284.8093
1	Rating 5/5	Keep $8, Give $2	Accept	685.2693
1	Rating 5/5	Keep $8, Give $2	Reject	585.1543
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	Rating 5/5	Keep $5, Give $5	Accept	167.7686
1	Rating 5/5	Keep $5, Give $5	Reject	167.7686
1	Rating 5/5	Keep $8, Give $2	Accept	651.5585
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
3	Rating 5/5	Keep $5, Give $5	Reject	384.8609
3	Rating: 3/5	Keep $7, Give $3	Accept	685.1921
3	Rating: 3/5	Keep $7, Give $3	Reject	768.6175
3	Rating: 3/5	Keep $8, Give $2	Accept	818.6727
3	Rating: 3/5	Keep $8, Give $2	Accept	601.7668
3	Rating: 3/5	Keep $8, Give $2	Reject	618.4519
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
3	Rating 5/5	Keep $8, Give $2	Accept	536.3599
3	Rating 5/5	Keep $9, Give $1	Reject	436.1626
3	 	Keep $9, Give $1	Accept	235.7678
1	Rating 5/5	Keep $9, Give $1	Accept	252.4673
1	Rating 5/5	Keep $7, Give $3	Reject	402.7634
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	 	Keep $5, Give $5	Accept	251.4796
1	Rating: 3/5	Keep $9, Give $1	Accept	568.5211
1	Rating: 3/5	Keep $5, Give $5	Accept	902.2491
1	Rating 5/5	Keep $9, Give $1	Reject	601.8939
1	Rating: 3/5	Keep $7, Give $3	Accept	1169.2314
1	 	Keep $6, Give $4	Accept	752.0715
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
3	Rating 5/5	Keep $5, Give $5	Reject	2215.4073
3	Rating: 3/5	Keep $7, Give $3	Accept	566.0533
3	Rating: 3/5	Keep $8, Give $2	Reject	332.8113
3	Rating: 3/5	Keep $9, Give $1	Accept	815.9554
3	Rating 5/5	Keep $9, Give $1	Reject	1099.1778
3	 	Keep $9, Give $1	Accept	815.9554
3	Rating: 3/5	Keep $5, Give $5	Reject	982.5568
3	Rating 5/5	Keep $7, Give $3	Accept	466.0925
3	 	Keep $6, Give $4	Reject	649.354
3	 	Keep $6, Give $4	Accept	549.3932
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	Rating: 3/5	Keep $9, Give $1	Accept	1849.4465
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	 	Keep $5, Give $5	Accept	1199.2904
1	 	Keep $6, Give $4	Reject	882.7258
1	Rating: 3/5	Keep $9, Give $1	Accept	699.4516
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	Rating: 3/5	Keep $6, Give $4	Accept	1915.8951
1	Rating: 3/5	Keep $9, Give $1	Reject	582.9145
1	Rating 5/5	Keep $7, Give $3	Accept	1782.5971
1	Rating: 3/5	Keep $9, Give $1	Accept	2882.3061
1	 	Keep $7, Give $3	Accept	932.8219
1	Rating 5/5	Keep $6, Give $4	Reject	1849.2461
1	 	Keep $9, Give $1	Reject	1249.4048
1	 	Keep $5, Give $5	Accept	1099.4445
1	Rating 5/5	Keep $8, Give $2	Reject	1732.6103
1	 	Keep $8, Give $2	Reject	816.1861
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	Rating 5/5	Keep $6, Give $4	Reject	2532.0417
1	Rating: 3/5	Keep $8, Give $2	Accept	1782.3158
1	 	Keep $7, Give $3	Reject	1449.1044
1	Rating 5/5	Keep $8, Give $2	Reject	2465.3994
1	Rating: 3/5	Keep $6, Give $4	Accept	1265.838
1	Rating 5/5	Keep $8, Give $2	Accept	799.342
1	Rating: 3/5	Keep $5, Give $5	Accept	1249.1775
1	Rating: 3/5	Keep $7, Give $3	Reject	2032.2244
1	Rating: 3/5	Keep $5, Give $5	Accept	1182.5352
1	 	Keep $6, Give $4	Accept	1065.9112
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	 	Keep $7, Give $3	Accept	1432.6398
1	Rating: 3/5	Keep $9, Give $1	Reject	2598.974
1	Rating 5/5	Keep $8, Give $2	Reject	2265.7356
1	Rating: 3/5	Keep $7, Give $3	Accept	2432.3548
1	Rating 5/5	Keep $9, Give $1	Reject	1316.0064
1	Rating 5/5	Keep $6, Give $4	Accept	2032.4688
1	Rating: 3/5	Keep $6, Give $4	Accept	2099.1165
1	 	Keep $8, Give $2	Accept	1749.2162
1	 	Keep $9, Give $1	Reject	966.1061
1	Rating 5/5	Keep $7, Give $3	Accept	1832.5258
1	Rating: 3/5	Keep $5, Give $5	Accept	1415.9779
1	Rating: 3/5	Keep $7, Give $3	Accept	1699.2305
1	Rating 5/5	Keep $5, Give $5	Accept	782.8251
1	Rating: 3/5	Keep $6, Give $4	Accept	1299.3445
1	Rating 5/5	Keep $6, Give $4	Accept	1349.3302
1	Rating: 3/5	Keep $5, Give $5	Accept	1199.373
1	Rating: 3/5	Keep $8, Give $2	Reject	1332.6683
1	 	Keep $9, Give $1	Reject	982.7681
1	Rating: 3/5	Keep $8, Give $2	Reject	2182.426
1	Rating 5/5	Keep $7, Give $3	Accept	1216.0349
1	Rating 5/5	Keep $9, Give $1	Reject	782.8251
1	Rating: 3/5	Keep $9, Give $1	Reject	932.7823
1	Rating 5/5	Keep $8, Give $2	Reject	1066.0776
1	 	Keep $5, Give $5	Accept	782.8251
1	 	Keep $7, Give $3	Accept	1182.7111
1	Rating 5/5	Keep $5, Give $5	Accept	1415.9779
1	 	Keep $6, Give $4	Accept	1999.145
1	Rating: 3/5	Keep $7, Give $3	Accept	1949.1592
1	Rating 5/5	Keep $7, Give $3	Accept	1349.3302
1	 	Keep $9, Give $1	Reject	816.1489
1	Rating 5/5	Keep $6, Give $4	Accept	1549.2732
1	 	Keep $5, Give $5	Accept	1332.6683
1	 	Keep $6, Give $4	Accept	1082.7396
1	Rating 5/5	Keep $9, Give $1	Reject	1166.0491
1	Rating: 3/5	Keep $8, Give $2	Reject	2149.1022
1	 	Keep $8, Give $2	Reject	1949.1592
1	Rating: 3/5	Keep $5, Give $5	Accept	766.1631
1	Rating 5/5	Keep $5, Give $5	Accept	632.8678
1	Rating: 3/5	Keep $6, Give $4	Accept	1449.3017
1	 	Keep $6, Give $4	Accept	1266.0206
1	 	Keep $5, Give $5	Accept	1216.0349
1	Rating: 3/5	Keep $9, Give $1	Reject	2249.0737
1	 	Keep $8, Give $2	Reject	1949.1592
2	Rating: 3/5	Keep $9, Give $1	Reject	1782.54
2	 	Keep $6, Give $4	Accept	2515.6644
2	 	Keep $8, Give $2	Reject	2798.917
2	Rating: 3/5	Keep $5, Give $5	Accept	1565.9351
2	 	Keep $9, Give $1	Reject	849.4727
2	Rating: 3/5	Keep $5, Give $5	Accept	766.1631
2	Rating 5/5	Keep $7, Give $3	Accept	2565.6501
2	Rating 5/5	Keep $7, Give $3	Accept	1066.0776
2	 	Keep $9, Give $1	Reject	1199.373
2	Rating 5/5	Keep $5, Give $5	Accept	1082.7396
2	Rating 5/5	Keep $9, Give $1	Reject	1216.0349
2	Rating 5/5	Keep $9, Give $1	Reject	1116.0634
2	Rating: 3/5	Keep $5, Give $5	Accept	982.7681
2	Rating: 3/5	Keep $8, Give $2	Reject	2382.369
2	 	Keep $5, Give $5	Accept	732.8393
2	Rating: 3/5	Keep $9, Give $1	Reject	816.1489
2	Rating 5/5	Keep $7, Give $3	Accept	2232.4118
2	Rating 5/5	Keep $9, Give $1	Reject	749.5012
2	 	Keep $5, Give $5	Accept	816.1489
2	Rating: 3/5	Keep $6, Give $4	Accept	1316.0064
2	 	Keep $8, Give $2	Reject	1899.1735
2	Rating 5/5	Keep $8, Give $2	Reject	1132.7253
2	 	Keep $7, Give $3	Accept	2149.1022
2	Rating: 3/5	Keep $8, Give $2	Reject	1699.2305
2	Rating 5/5	Keep $8, Give $2	Reject	1282.6826
2	 	Keep $9, Give $1	Reject	1465.9636
2	Rating 5/5	Keep $5, Give $5	Accept	966.1061
2	 	Keep $5, Give $5	Accept	982.7681
2	Rating: 3/5	Keep $7, Give $3	Accept	1149.3872
2	 	Keep $7, Give $3	Accept	1365.9921
2	 	Keep $8, Give $2	Reject	1682.5685
2	Rating: 3/5	Keep $9, Give $1	Reject	982.7681
2	Rating 5/5	Keep $5, Give $5	Accept	1232.6968
2	Rating: 3/5	Keep $8, Give $2	Reject	1582.5971
2	Rating: 3/5	Keep $7, Give $3	Accept	1749.2162
2	 	Keep $6, Give $4	Accept	1149.3872
2	Rating 5/5	Keep $6, Give $4	Accept	1016.0919
2	 	Keep $6, Give $4	Accept	1316.0064
2	 	Keep $7, Give $3	Accept	1882.5115
2	Rating: 3/5	Keep $6, Give $4	Accept	999.43
2	Rating: 3/5	Keep $6, Give $4	Accept	1299.3445
2	Rating: 3/5	Keep $7, Give $3	Accept	932.7823
2	Rating 5/5	Keep $6, Give $4	Accept	799.487
2	Rating 5/5	Keep $8, Give $2	Reject	1449.3017
2	Rating 5/5	Keep $6, Give $4	Accept	1216.0349
3	 	Keep $8, Give $2	Reject	1582.5971
3	Rating: 3/5	Keep $8, Give $2	Reject	1299.3445
3	Rating: 3/5	Keep $7, Give $3	Accept	1899.1735
3	 	Keep $7, Give $3	Accept	1865.8496
3	Rating 5/5	Keep $5, Give $5	Accept	2582.312
3	 	Keep $5, Give $5	Accept	1515.9494
3	Rating: 3/5	Keep $5, Give $5	Accept	2515.6644
3	Rating: 3/5	Keep $5, Give $5	Accept	1465.9636
3	 	Keep $6, Give $4	Accept	1316.0064
3	Rating: 3/5	Keep $7, Give $3	Accept	1399.316
3	 	Keep $7, Give $3	Accept	1732.5543
3	 	Keep $5, Give $5	Accept	2215.7499
3	Rating 5/5	Keep $8, Give $2	Reject	2798.917
3	Rating 5/5	Keep $6, Give $4	Accept	1132.7253
3	Rating 5/5	Keep $5, Give $5	Accept	982.7681
3	Rating 5/5	Keep $7, Give $3	Accept	1715.8924
3	 	Keep $9, Give $1	Reject	1116.0634
3	Rating: 3/5	Keep $6, Give $4	Accept	932.7823
3	Rating 5/5	Keep $6, Give $4	Accept	1732.5543
3	Rating: 3/5	Keep $9, Give $1	Reject	1515.9494
3	Rating: 3/5	Keep $9, Give $1	Reject	2532.3263
3	Rating: 3/5	Keep $8, Give $2	Reject	1949.1592
3	 	Keep $8, Give $2	Reject	649.5297
3	Rating: 3/5	Keep $6, Give $4	Accept	1765.8781
3	Rating 5/5	Keep $7, Give $3	Accept	1316.0064
3	Rating 5/5	Keep $9, Give $1	Reject	1166.0491
3	Rating 5/5	Keep $8, Give $2	Reject	1832.5258
3	Rating: 3/5	Keep $5, Give $5	Accept	2215.7499
3	 	Keep $9, Give $1	Reject	1665.9066
3	Rating 5/5	Keep $6, Give $4	Accept	1632.5828
3	Rating: 3/5	Keep $7, Give $3	Accept	1482.6256
3	Rating 5/5	Keep $7, Give $3	Accept	1499.2875
3	 	Keep $8, Give $2	Reject	1032.7538
3	 	Keep $5, Give $5	Accept	2199.088
3	Rating: 3/5	Keep $6, Give $4	Accept	966.1061
3	 	Keep $6, Give $4	Accept	782.8251
3	 	Keep $9, Give $1	Reject	982.7681
3	 	Keep $7, Give $3	Accept	1082.7396
3	Rating 5/5	Keep $9, Give $1	Reject	1665.9066
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	 	Keep $6, Give $4	Reject	2566.4122
1	Rating 5/5	Keep $6, Give $4	Accept	2399.7574
1	 	Keep $8, Give $2	Reject	2766.398
1	Rating: 3/5	Keep $7, Give $3	Reject	1999.786
1	Rating: 3/5	Keep $9, Give $1	Reject	816.5371
1	 	Keep $5, Give $5	Accept	1116.5157
1	Rating: 3/5	Keep $7, Give $3	Accept	1566.4836
1	Rating: 3/5	Keep $9, Give $1	Reject	2333.0955
1	Rating: 3/5	Keep $7, Give $3	Accept	1466.4907
1	 	Keep $8, Give $2	Reject	1966.455
1	Rating: 3/5	Keep $6, Give $4	Accept	999.8573
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	Rating: 3/5	Keep $9, Give $1	Reject	1148.9095
1	 	Keep $9, Give $1	Accept	2031.7948
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	Rating: 3/5	Keep $9, Give $1	Accept	1065.5667
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	 	Keep $9, Give $1	Accept	2365.6677
1	 	Keep $9, Give $1	Accept	1932.4629
1	 	Keep $8, Give $2	Reject	2199.0505
1	Rating: 3/5	Keep $6, Give $4	Accept	2299.0208
StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
1	Rating 5/5	Keep $9, Give $1	Accept	1732.5932
1	Rating 5/5	Keep $5, Give $5	Accept	2199.1335
1	Rating: 3/5	Keep $5, Give $5	Accept	1615.9581
1	 	Keep $9, Give $1	Reject	2049.1741
1	 	Keep $9, Give $1	Reject	1715.931
1	Rating 5/5	Keep $7, Give $3	Accept	2299.1064
1	 	Keep $8, Give $2	Reject	2432.4036
1	 	Keep $7, Give $3	Accept	2065.8362
