StimulationCondition	PartnerType	OfferType	PlayerChoice	PlayerReactionTime
3	Rating: 3/5	Keep $7, Give $3	Reject	1202.415
3	Rating 5/5	Keep $7, Give $3	Reject	785.291
3	 	Keep $5, Give $5	Accept	1052.2504
3	Rating 5/5	Keep $9, Give $1	Reject	1352.5797
3	Rating 5/5	Keep $5, Give $5	Accept	868.7158
3	 	Keep $9, Give $1	Reject	1135.6752
3	 	Keep $9, Give $1	Reject	985.5105
3	 	Keep $5, Give $5	Accept	935.4556
3	 	Keep $8, Give $2	Reject	801.9759
1	 	Keep $6, Give $4	Accept	1269.1549
1	 	Keep $9, Give $1	Reject	818.6609
1	Rating 5/5	Keep $6, Give $4	Accept	618.4414
1	Rating: 3/5	Keep $6, Give $4	Accept	685.1812
1	Rating 5/5	Keep $7, Give $3	Reject	1152.3602
1	Rating: 3/5	Keep $9, Give $1	Reject	484.9617
1	Rating: 3/5	Keep $6, Give $4	Accept	701.8662
1	 	Keep $5, Give $5	Accept	852.0308
1	Rating: 3/5	Keep $8, Give $2	Reject	1002.1955
1	Rating 5/5	Keep $8, Give $2	Reject	585.0714
1	 	Keep $7, Give $3	Reject	852.0308
1	Rating 5/5	Keep $9, Give $1	Reject	1619.5391
1	Rating 5/5	Keep $6, Give $4	Accept	1252.4699
1	Rating 5/5	Keep $8, Give $2	Reject	818.6609
1	Rating: 3/5	Keep $7, Give $3	Reject	768.606
1	Rating: 3/5	Keep $8, Give $2	Reject	751.9211
1	Rating 5/5	Keep $7, Give $3	Reject	818.6609
1	 	Keep $7, Give $3	Reject	1135.6752
1	 	Keep $5, Give $5	Accept	1035.5654
1	Rating 5/5	Keep $9, Give $1	Reject	635.1263
1	Rating 5/5	Keep $7, Give $3	Reject	751.9211
1	 	Keep $6, Give $4	Accept	618.4414
1	 	Keep $8, Give $2	Reject	902.0857
1	 	Keep $9, Give $1	Reject	1335.8947
1	 	Keep $7, Give $3	Reject	968.8256
1	Rating: 3/5	Keep $9, Give $1	Reject	601.7564
1	Rating 5/5	Keep $9, Give $1	Reject	852.0308
1	Rating: 3/5	Keep $6, Give $4	Accept	668.4962
1	 	Keep $6, Give $4	Accept	668.4962
1	Rating: 3/5	Keep $5, Give $5	Accept	651.8113
1	Rating 5/5	Keep $5, Give $5	Accept	551.7015
1	Rating: 3/5	Keep $7, Give $3	Reject	718.5511
1	 	Keep $8, Give $2	Reject	701.8662
1	Rating: 3/5	Keep $5, Give $5	Accept	568.3865
1	Rating: 3/5	Keep $5, Give $5	Accept	568.3865
1	 	Keep $8, Give $2	Reject	635.1263
1	Rating 5/5	Keep $5, Give $5	Accept	735.2361
1	Rating 5/5	Keep $8, Give $2	Reject	768.606
1	Rating: 3/5	Keep $9, Give $1	Reject	985.5105
1	 	Keep $5, Give $5	Accept	785.291
1	 	Keep $9, Give $1	Reject	1152.3602
1	Rating: 3/5	Keep $8, Give $2	Reject	635.1263
1	Rating 5/5	Keep $5, Give $5	Accept	568.3865
1	Rating 5/5	Keep $6, Give $4	Accept	718.5511
1	Rating: 3/5	Keep $7, Give $3	Reject	635.1263
2	 	Keep $9, Give $1	Reject	1252.4699
2	Rating: 3/5	Keep $8, Give $2	Reject	2053.3481
2	Rating 5/5	Keep $6, Give $4	Accept	801.9759
2	Rating 5/5	Keep $5, Give $5	Accept	685.1812
2	Rating 5/5	Keep $8, Give $2	Reject	635.1263
2	 	Keep $7, Give $3	Reject	1202.415
2	Rating: 3/5	Keep $8, Give $2	Reject	835.3459
2	Rating: 3/5	Keep $7, Give $3	Reject	651.8113
2	Rating: 3/5	Keep $6, Give $4	Accept	685.1812
2	Rating 5/5	Keep $8, Give $2	Reject	685.1812
2	 	Keep $5, Give $5	Accept	801.9759
2	Rating 5/5	Keep $7, Give $3	Reject	685.1812
2	Rating: 3/5	Keep $5, Give $5	Accept	768.606
2	 	Keep $5, Give $5	Accept	601.7564
2	 	Keep $8, Give $2	Reject	2136.7729
2	 	Keep $7, Give $3	Reject	1319.2098
2	Rating: 3/5	Keep $7, Give $3	Reject	384.8519
2	Rating 5/5	Keep $6, Give $4	Accept	2804.1714
2	Rating: 3/5	Keep $9, Give $1	Reject	885.4008
2	Rating 5/5	Keep $9, Give $1	Reject	718.5511
2	Rating: 3/5	Keep $9, Give $1	Reject	818.6609
2	 	Keep $9, Give $1	Reject	918.7707
2	 	Keep $8, Give $2	Reject	668.4962
2	Rating: 3/5	Keep $8, Give $2	Reject	601.7564
2	Rating 5/5	Keep $7, Give $3	Reject	568.3865
2	Rating: 3/5	Keep $6, Give $4	Accept	451.5917
2	 	Keep $7, Give $3	Reject	1068.9353
2	 	Keep $5, Give $5	Accept	701.8662
2	Rating 5/5	Keep $5, Give $5	Accept	551.7015
2	 	Keep $9, Give $1	Reject	751.9211
2	Rating: 3/5	Keep $6, Give $4	Accept	768.606
2	Rating: 3/5	Keep $5, Give $5	Accept	685.1812
2	Rating: 3/5	Keep $9, Give $1	Reject	568.3865
2	Rating 5/5	Keep $7, Give $3	Reject	852.0308
2	 	Keep $8, Give $2	Reject	785.291
2	Rating 5/5	Keep $5, Give $5	Accept	551.7015
2	Rating: 3/5	Keep $7, Give $3	Reject	1035.5654
2	 	Keep $6, Give $4	Accept	635.1263
2	Rating 5/5	Keep $8, Give $2	Reject	852.0308
2	Rating 5/5	Keep $9, Give $1	Reject	2253.5677
2	Rating 5/5	Keep $9, Give $1	Reject	685.1812
2	 	Keep $6, Give $4	Accept	1018.8805
2	Rating 5/5	Keep $6, Give $4	Accept	868.7158
2	Rating: 3/5	Keep $5, Give $5	Accept	785.291
2	 	Keep $6, Give $4	Accept	801.9759
